TIME,VALUE
2026-04-08T00:00:00.000Z,  0.00
2026-04-08T01:00:00.000Z,  0.00
2026-04-08T02:00:00.000Z,  0.00
2026-04-08T03:00:00.000Z,  0.00
2026-04-08T04:00:00.000Z,  0.01
2026-04-08T05:00:00.000Z,  0.00
2026-04-08T06:00:00.000Z,  0.00
2026-04-08T07:00:00.000Z,  0.00
2026-04-08T08:00:00.000Z,  0.00
2026-04-08T09:00:00.000Z,  0.02
2026-04-08T10:00:00.000Z,  0.43
2026-04-08T11:00:00.000Z,  1.61
2026-04-08T12:00:00.000Z,  1.71
2026-04-08T13:00:00.000Z,  0.75
2026-04-08T14:00:00.000Z,  0.52
2026-04-08T15:00:00.000Z,  0.88
2026-04-08T16:00:00.000Z, 28.81
2026-04-08T17:00:00.000Z,  0.15
2026-04-08T18:00:00.000Z,  0.10
2026-04-08T19:00:00.000Z,  0.86
2026-04-08T20:00:00.000Z,  0.23
2026-04-08T21:00:00.000Z,  0.74
2026-04-08T22:00:00.000Z,  0.02
2026-04-08T23:00:00.000Z,  0.00
2026-04-09T00:00:00.000Z,  0.00
2026-04-09T01:00:00.000Z,  0.00
2026-04-09T02:00:00.000Z,  0.00
2026-04-09T03:00:00.000Z,  0.00
2026-04-09T04:00:00.000Z,  0.00
2026-04-09T05:00:00.000Z,  0.00
2026-04-09T06:00:00.000Z,  0.00
2026-04-09T07:00:00.000Z,  0.01
2026-04-09T08:00:00.000Z,  0.00
2026-04-09T09:00:00.000Z,  0.01
2026-04-09T10:00:00.000Z,  0.02
2026-04-09T11:00:00.000Z,  0.00
2026-04-09T12:00:00.000Z,  0.02
2026-04-09T13:00:00.000Z,  0.09
2026-04-09T14:00:00.000Z,  0.00
2026-04-09T15:00:00.000Z,  0.07
2026-04-09T16:00:00.000Z,  0.30
2026-04-09T17:00:00.000Z,  0.48
2026-04-09T18:00:00.000Z,  9.07
2026-04-09T19:00:00.000Z,  1.62
2026-04-09T20:00:00.000Z, 24.10
2026-04-09T21:00:00.000Z, 89.59
2026-04-09T22:00:00.000Z, 89.59
2026-04-09T23:00:00.000Z, 89.60
