TIME,VALUE
2026-08-17T08:00:00.000Z,  0.07
2026-08-17T09:00:00.000Z,  0.31
2026-08-17T10:00:00.000Z,  0.99
2026-08-17T11:00:00.000Z,  0.27
2026-08-17T12:00:00.000Z,  0.78
2026-08-17T13:00:00.000Z,  0.71
2026-08-17T14:00:00.000Z,  0.76
2026-08-17T15:00:00.000Z,  0.40
2026-08-17T16:00:00.000Z,  0.36
2026-08-17T17:00:00.000Z,  0.10
2026-08-17T18:00:00.000Z,  0.10
2026-08-17T19:00:00.000Z,  0.04
2026-08-17T20:00:00.000Z,  0.00
2026-08-17T21:00:00.000Z,  0.00
2026-08-17T22:00:00.000Z,  0.00
2026-08-17T23:00:00.000Z,  0.00
2026-08-18T00:00:00.000Z,  0.00
2026-08-18T01:00:00.000Z,  0.00
2026-08-18T02:00:00.000Z,  0.00
2026-08-18T03:00:00.000Z,  0.00
2026-08-18T04:00:00.000Z,  0.00
2026-08-18T05:00:00.000Z,  0.00
2026-08-18T06:00:00.000Z,  0.00
2026-08-18T07:00:00.000Z,  0.00
2026-08-18T08:00:00.000Z,  0.03
2026-08-18T09:00:00.000Z,  0.53
2026-08-18T10:00:00.000Z,  0.85
2026-08-18T11:00:00.000Z,  0.32
2026-08-18T12:00:00.000Z,  0.90
2026-08-18T13:00:00.000Z,  0.32
2026-08-18T14:00:00.000Z,  1.07
2026-08-18T15:00:00.000Z,  0.93
2026-08-18T16:00:00.000Z,  0.46
2026-08-18T17:00:00.000Z,  0.31
2026-08-18T18:00:00.000Z,  0.12
2026-08-18T19:00:00.000Z,  0.00
2026-08-18T20:00:00.000Z,  0.00
2026-08-18T21:00:00.000Z,  0.00
2026-08-18T22:00:00.000Z,  0.01
2026-08-18T23:00:00.000Z,  0.00
