TIME,VALUE
2026-08-13T00:00:00.000Z,  0.30
2026-08-13T01:00:00.000Z,  0.39
2026-08-13T02:00:00.000Z,  0.32
2026-08-13T03:00:00.000Z,  0.32
2026-08-13T04:00:00.000Z,  0.27
2026-08-13T05:00:00.000Z,  0.29
2026-08-13T06:00:00.000Z,  0.22
2026-08-13T07:00:00.000Z,  0.16
2026-08-13T08:00:00.000Z,  0.16
2026-08-13T09:00:00.000Z,  0.18
2026-08-13T10:00:00.000Z,  0.28
2026-08-13T11:00:00.000Z,  0.23
2026-08-13T12:00:00.000Z,  0.35
2026-08-13T13:00:00.000Z,  0.34
2026-08-13T14:00:00.000Z,  0.53
2026-08-13T15:00:00.000Z,  0.68
2026-08-13T16:00:00.000Z,  0.74
2026-08-13T17:00:00.000Z,  0.60
2026-08-13T18:00:00.000Z,  0.51
2026-08-13T19:00:00.000Z,  0.45
2026-08-13T20:00:00.000Z,  0.53
2026-08-13T21:00:00.000Z,  0.80
2026-08-13T22:00:00.000Z,  0.75
2026-08-13T23:00:00.000Z,  0.63
2026-08-14T00:00:00.000Z,  0.57
2026-08-14T01:00:00.000Z,  0.65
2026-08-14T02:00:00.000Z,  0.64
2026-08-14T03:00:00.000Z,  0.55
2026-08-14T04:00:00.000Z,  0.53
2026-08-14T05:00:00.000Z,  0.54
2026-08-14T06:00:00.000Z,  0.43
2026-08-14T07:00:00.000Z,  0.35
2026-08-14T08:00:00.000Z,  0.43
2026-08-14T09:00:00.000Z,  0.47
2026-08-14T10:00:00.000Z,  0.58
2026-08-14T11:00:00.000Z,  0.63
2026-08-14T12:00:00.000Z,  0.45
2026-08-14T13:00:00.000Z,  0.40
2026-08-14T14:00:00.000Z,  0.20
2026-08-14T15:00:00.000Z,  0.12
2026-08-14T16:00:00.000Z,  0.14
2026-08-14T17:00:00.000Z,  0.10
2026-08-14T18:00:00.000Z,  0.10
2026-08-14T19:00:00.000Z,  0.14
2026-08-14T20:00:00.000Z,  0.16
2026-08-14T21:00:00.000Z,  0.13
2026-08-14T22:00:00.000Z,  0.11
2026-08-14T23:00:00.000Z,  0.14
