fecha,cliente,establecimiento,colegio,nodeId,nodeName,horas_detectadas,consumo_max_hora
2026-04-06,LA FLORIDA,LICEO ALTO CORDILLERA,000028-01,000028-01,LICEO ALTO CORDILLERA,00:00-06:00,4.15
2026-04-06,CORMUP,TOBALABA,000008-04,000008-04,TOBALABA,01:00-05:00,5.1
2026-04-06,CORMUP,CARLOS FERNANDEZ PEÑA,000008-03,000008-03,CARLOS FERNANDEZ PEÑA,00:00-05:00,0.32
2026-04-06,CORMUP,MATILDE HUICI NAVAS,000008-10,000008-10,MATILDE HUICI NAVAS,01:00-04:00,0.3
2026-04-06,LA REINA,DE HOSTOS,000024-01,000024-01,DE HOSTOS,00:00,0.1
2026-04-06,PROVIDENCIA,CARMELA CARVAJAL,000006-02,000006-02,CARMELA CARVAJAL,05:00,0.1
2026-04-06,PROVIDENCIA,LICEO N°7,000006-04,000006-04,LICEO N°7,00:00-06:00,0.2
2026-04-06,LAS CONDES,COLEGIO FLEMING,000022-00,000022-00,COLEGIO FLEMING,00:00-06:00,0.06
2026-04-06,DERCO,Quilicura Matriz Principal,000012-06,000012-06,Quilicura Matriz Principal,00:00,6.51
2026-04-06,PARQUE ARAUCO,Estanque Norte Locales Mall,000025-01,000025-01,Estanque Norte Locales Mall,00:00-05:00,1.0
2026-04-06,PARQUE ARAUCO,Abastecimiento Sur Terminal,000025-02,000025-02,Abastecimiento Sur Terminal,00:00; 03:00,2.25
2026-04-06,PARQUE ARAUCO,Baños Públicos,000025-04,000025-04,Baños Públicos,00:00; 02:00; 05:00,0.5
2026-04-06,PARQUE ARAUCO,Placa Bancaria,000025-08,000025-08,Placa Bancaria,00:00-01:00,0.96
2026-04-06,PARQUE ARAUCO,Anillo Plaza,000025-12,000025-12,Anillo Plaza,01:00; 03:00-04:00,2.13
2026-04-06,PARQUE ARAUCO,Matriz Principal,000025-13,000025-13,Matriz Principal,00:00-05:00,2.33
2026-04-06,PARQUE ARAUCO,Matriz Principal,000025-15,000025-15,Matriz Principal,00:00-05:00,0.09
2026-04-06,PARQUE ARAUCO,San Ignacio 500,000025-18,000025-18,San Ignacio 500,00:00-05:00,0.23
2026-04-06,PARQUE ARAUCO,Sala de Bomba Estanque Sur,000025-19,000025-19,Sala de Bomba Estanque Sur,00:00-02:00,0.99
2026-04-06,PARQUE ARAUCO,Llenado Pileta,000025-23,000025-23,Llenado Pileta,01:00; 03:00; 05:00,0.01
2026-04-06,PARQUE ARAUCO,Llenado Pileta Cascada,000025-24,000025-24,Llenado Pileta Cascada,00:00-05:00,0.06
2026-04-06,PARQUE ARAUCO,Sala de Bomba Sandia Nueva,000025-28,000025-28,Sala de Bomba Sandia Nueva,00:00-05:00,11.0
2026-04-06,PARQUE ARAUCO,Impulsión Anden 3-4 Restaurante,000025-29,000025-29,Impulsión Anden 3-4 Restaurante,03:00; 05:00,1.19
2026-04-06,PARQUE ARAUCO,Matriz A.A,000025-30,000025-30,Matriz A.A,00:00-01:00; 03:00,4.8
