fecha,colegio,nodeId,nodeName,horas_con_consumo_00_06,consumo_total_00_06,consumo_max_hora_00_06
2026-03-17,ICCP,000017-07,Cumbre de cóndores pte.,06:00(0.100),0.1,0.1
