fecha,cliente,establecimiento,colegio,nodeId,nodeName,horas_detectadas,consumo_max_hora
2026-03-31,LA FLORIDA,LICEO ALTO CORDILLERA,000028-01,000028-01,LICEO ALTO CORDILLERA,00:00-06:00,4.03
2026-03-31,CORMUP,ANTONIO HERMIDA FABRES,000008-01,000008-01,ANTONIO HERMIDA FABRES,00:00-06:00,1.2
2026-03-31,CORMUP,TOBALABA,000008-04,000008-04,TOBALABA,01:00-05:00,5.0
2026-03-31,CORMUP,CARLOS FERNANDEZ PEÑA,000008-03,000008-03,CARLOS FERNANDEZ PEÑA,00:00-05:00,1.24
2026-03-31,PROVIDENCIA,CARMELA CARVAJAL,000006-02,000006-02,CARMELA CARVAJAL,00:00,0.1
2026-03-31,PROVIDENCIA,LICEO N°7,000006-04,000006-04,LICEO N°7,00:00-06:00,0.2
2026-03-31,LAS CONDES,COLEGIO FLEMING,000022-00,000022-00,COLEGIO FLEMING,00:00-06:00,64.0
2026-03-31,DERCO,Quilicura Matriz Principal,000012-06,000012-06,Quilicura Matriz Principal,00:00,6.97
