fecha,cliente,establecimiento,colegio,nodeId,nodeName,horas_detectadas,consumo_max_hora
2026-05-22,LA FLORIDA,LICEO ALTO CORDILLERA,000028-01,000028-01,LICEO ALTO CORDILLERA,01:00-02:00,3.97
2026-05-22,RENCA,CUMBRE DE CONDORES PONIENTE,000017-07,000017-07,CUMBRE DE CONDORES PONIENTE,04:00-05:00,0.3
2026-05-22,RENCA,CUMBRE DE CONDORES ORIENTE,000017-08,000017-08,CUMBRE DE CONDORES ORIENTE,03:00-05:00,1.7
2026-05-22,CORMUP,CE VALLE HERMOSO,000008-11,000008-11,CE VALLE HERMOSO,02:00-05:00,0.43
2026-05-22,CORMUP,TOBALABA,000008-04,000008-04,TOBALABA,03:00-05:00,4.4
2026-05-22,CORMUP,CARLOS FERNANDEZ PEÑA,000008-03,000008-03,CARLOS FERNANDEZ PEÑA,01:00-05:00,0.49
2026-05-22,CORMUP,LUIS ARRIETA CAÑAS,000008-06,000008-06,LUIS ARRIETA CAÑAS,01:00-03:00,2.5
2026-05-22,CORMUP,JUAN BAUTISTA PASTENES,000008-09,000008-09,JUAN BAUTISTA PASTENES,04:00-05:00,2.3
2026-05-22,CORMUP,UNION NACIONAL ARABE,000008-12,000008-12,UNION NACIONAL ARABE,04:00-05:00,5.6
2026-05-22,CORMUP,ERASMO ESCALA,000008-07,000008-07,ERASMO ESCALA,04:00-05:00,0.12
2026-05-22,CORMUP,SANTAMARIA,000008-05,000008-05,SANTAMARIA,03:00-05:00,0.39
2026-05-22,CORMUP,JUAN PABLO 2,000008-14,000008-14,JUAN PABLO 2,04:00-05:00,0.07
2026-05-22,LA REINA,DE HOSTOS,000024-01,000024-01,DE HOSTOS,03:00-05:00,0.8
2026-05-22,PROVIDENCIA,LASTARRIA,000006-01,000006-01,LASTARRIA,00:00-05:00,0.2
2026-05-22,PROVIDENCIA,CARMELA CARVAJAL,000006-02,000006-02,CARMELA CARVAJAL,00:00; 02:00-03:00,0.2
2026-05-22,LAS CONDES,COLEGIO FLEMING,000022-00,000022-00,COLEGIO FLEMING,00:00-05:00,0.04
2026-05-22,DERCO,Quilicura Matriz Principal,000012-06,000012-06,Quilicura Matriz Principal,05:00,2.06
2026-05-22,AGUNSA,Modulo D,000020-02,000020-02,Modulo D,05:00,0.84
