metrica,valor
node_id,000017-07
punto,Cumbre de cóndores pte.
ventana_horaria_chile,"00:00 a 24:00 (hora inicio inclusive, fin exclusivo)"
total_m3_referencia,48.900000
total_m3_auditoria,54.300000
nota,total_ref = periodo con control; total_aud = periodo sin control
ahorro_m3_referencia_menos_auditoria,-5.400000
rendimiento_ahorro_pct_sobre_referencia,-11.0429

indice,etiqueta,m3_h_referencia,m3_h_auditoria
112,"D5 16:00
17-04-26",0.1,0.0
113,"D5 17:00
17-04-26",0.0,0.1
114,"D5 18:00
17-04-26",0.0,0.1
115,"D5 19:00
17-04-26",0.0,0.0
116,"D5 20:00
17-04-26",0.0,0.1
117,"D5 21:00
17-04-26",0.0,0.0
118,"D5 22:00
17-04-26",0.0,0.1
119,"D5 23:00
17-04-26",0.0,0.0
120,"D6 00:00
18-04-26",0.0,0.0
121,"D6 01:00
18-04-26",0.0,0.1
122,"D6 02:00
18-04-26",0.0,0.0
123,"D6 03:00
18-04-26",0.0,0.1
124,"D6 04:00
18-04-26",0.0,0.0
125,"D6 05:00
18-04-26",0.0,0.1
126,"D6 06:00
18-04-26",0.0,0.1
127,"D6 07:00
18-04-26",0.0,0.0
128,"D6 08:00
18-04-26",0.3,0.1
129,"D6 09:00
18-04-26",0.0,0.1
130,"D6 10:00
18-04-26",1.0,0.1
131,"D6 11:00
18-04-26",1.6,0.1
132,"D6 12:00
18-04-26",1.7,0.1
133,"D6 13:00
18-04-26",1.5,0.1
134,"D6 14:00
18-04-26",1.4,0.0
135,"D6 15:00
18-04-26",1.5,0.1
136,"D6 16:00
18-04-26",0.1,0.0
137,"D6 17:00
18-04-26",0.0,0.1
138,"D6 18:00
18-04-26",0.0,0.0
139,"D6 19:00
18-04-26",0.0,0.1
140,"D6 20:00
18-04-26",0.0,0.0
141,"D6 21:00
18-04-26",0.0,0.1
142,"D6 22:00
18-04-26",0.0,0.0
143,"D6 23:00
18-04-26",0.0,0.1
144,"D7 00:00
19-04-26",0.0,0.0
145,"D7 01:00
19-04-26",0.0,0.10909090909090911
146,"D7 02:00
19-04-26",0.0,0.0
147,"D7 03:00
19-04-26",0.0,0.0
148,"D7 04:00
19-04-26",0.0,0.10909090909090911
149,"D7 05:00
19-04-26",0.0,0.10909090909090911
150,"D7 06:00
19-04-26",0.0,0.0
151,"D7 07:00
19-04-26",0.0,0.10909090909090911
152,"D7 08:00
19-04-26",0.0,0.0
153,"D7 09:00
19-04-26",0.0,0.10909090909090911
154,"D7 10:00
19-04-26",0.0,0.10909090909090911
155,"D7 11:00
19-04-26",0.0,0.0
156,"D7 12:00
19-04-26",0.0,0.10909090909090911
157,"D7 13:00
19-04-26",0.0,0.10909090909090911
158,"D7 14:00
19-04-26",0.0,0.0
159,"D7 15:00
19-04-26",0.0,0.10909090909090911
160,"D7 16:00
19-04-26",0.0,0.0
161,"D7 17:00
19-04-26",0.0,0.0
162,"D7 18:00
19-04-26",0.0,0.10909090909090911
163,"D7 19:00
19-04-26",0.0,0.0
164,"D7 20:00
19-04-26",0.0,0.0
165,"D7 21:00
19-04-26",0.0,0.10909090909090911
166,"D7 22:00
19-04-26",0.0,0.0
167,"D7 23:00
19-04-26",0.0,0.0

nota_comparacion_24h,Total diario = suma horas 0-23 (m³/h); aproxima consumo del día en m³.
dia,fecha_con,fecha_sin,total_m3_con,total_m3_sin,diferencia_con_menos_sin
Lunes,2026-04-13,2026-04-06,10.100000,11.000000,-0.900000
Martes,2026-04-14,2026-04-07,0.000000,11.600000,-11.600000
Miércoles,2026-04-15,2026-04-08,9.100000,9.300000,-0.200000
Jueves,2026-04-16,2026-04-09,11.000000,10.700000,0.300000
Viernes,2026-04-17,2026-04-10,9.600000,9.000000,0.600000
Sábado,2026-04-18,2026-04-11,9.100000,1.500000,7.600000
Domingo,2026-04-19,2026-04-12,0.000000,1.200000,-1.200000
