TIME,VALUE
2026-03-09T00:00:00.000Z,  0.00
2026-03-09T01:00:00.000Z,  0.00
2026-03-09T02:00:00.000Z,  0.00
2026-03-09T03:00:00.000Z,  0.00
2026-03-09T04:00:00.000Z,  0.00
2026-03-09T05:00:00.000Z,  0.00
2026-03-09T06:00:00.000Z,  0.00
2026-03-09T07:00:00.000Z,  0.03
2026-03-09T08:00:00.000Z,  0.02
2026-03-09T09:00:00.000Z,  0.10
2026-03-09T10:00:00.000Z,  0.38
2026-03-09T11:00:00.000Z,  0.00
2026-03-09T12:00:00.000Z,  1.28
2026-03-09T13:00:00.000Z,  0.32
2026-03-09T14:00:00.000Z,  1.41
2026-03-09T15:00:00.000Z,  0.16
2026-03-09T15:00:00.000Z,  0.02
2026-03-09T16:00:00.000Z,  0.32
2026-03-09T17:00:00.000Z,  0.12
2026-03-09T18:00:00.000Z,  0.03
2026-03-09T19:00:00.000Z,  0.00
2026-03-09T20:00:00.000Z,  0.00
2026-03-09T21:00:00.000Z,  0.00
2026-03-09T22:00:00.000Z,  0.00
2026-03-09T23:00:00.000Z,  0.00
2026-03-10T00:00:00.000Z,  0.00
2026-03-10T01:00:00.000Z,  0.00
2026-03-10T01:00:00.000Z,  0.00
2026-03-10T02:00:00.000Z,  0.00
2026-03-10T03:00:00.000Z,  0.00
2026-03-10T04:00:00.000Z,  0.00
2026-03-10T05:00:00.000Z,  0.00
2026-03-10T06:00:00.000Z,  0.00
2026-03-10T07:00:00.000Z,  0.12
2026-03-10T08:00:00.000Z,  0.06
2026-03-10T09:00:00.000Z,  0.75
2026-03-10T10:00:00.000Z,  0.90
2026-03-10T11:00:00.000Z,  0.15
2026-03-10T12:00:00.000Z,  0.83
2026-03-10T13:00:00.000Z,  0.54
2026-03-10T14:00:00.000Z,  1.50
2026-03-10T15:00:00.000Z,  0.61
2026-03-10T16:00:00.000Z,  0.31
2026-03-10T17:00:00.000Z,  0.32
2026-03-10T18:00:00.000Z,  0.02
2026-03-10T19:00:00.000Z,  0.00
2026-03-10T20:00:00.000Z,  0.00
2026-03-10T21:00:00.000Z,  0.00
2026-03-10T22:00:00.000Z,  0.00
2026-03-10T23:00:00.000Z,  0.00
