TIME,VALUE
2026-02-10T00:00:00.000Z,  0.07
2026-02-10T01:00:00.000Z,  0.77
2026-02-10T02:00:00.000Z,  0.00
2026-02-10T03:00:00.000Z,  0.00
2026-02-10T04:00:00.000Z,  0.00
2026-02-10T05:00:00.000Z,  0.00
2026-02-10T06:00:00.000Z,  0.03
2026-02-10T07:00:00.000Z,  0.10
2026-02-10T08:00:00.000Z,  0.00
2026-02-10T09:00:00.000Z,  0.01
2026-02-10T10:00:00.000Z,  0.37
2026-02-10T11:00:00.000Z,  0.32
2026-02-10T12:00:00.000Z,  0.45
2026-02-10T13:00:00.000Z,  1.10
2026-02-10T14:00:00.000Z,  1.16
2026-02-10T15:00:00.000Z,  0.95
2026-02-10T16:00:00.000Z,  0.89
2026-02-10T17:00:00.000Z,  1.27
2026-02-10T18:00:00.000Z,  1.24
2026-02-10T19:00:00.000Z,  1.28
2026-02-10T20:00:00.000Z,  1.68
2026-02-10T21:00:00.000Z,  1.39
2026-02-10T22:00:00.000Z,  1.04
2026-02-10T23:00:00.000Z,  1.10
2026-02-10T00:00:00.000Z,  0.07
2026-02-10T01:00:00.000Z,  0.77
2026-02-10T02:00:00.000Z,  0.00
2026-02-10T03:00:00.000Z,  0.00
2026-02-10T04:00:00.000Z,  0.00
2026-02-10T05:00:00.000Z,  0.00
2026-02-10T06:00:00.000Z,  0.03
2026-02-10T07:00:00.000Z,  0.10
2026-02-10T08:00:00.000Z,  0.00
2026-02-10T09:00:00.000Z,  0.01
2026-02-10T10:00:00.000Z,  0.37
2026-02-10T11:00:00.000Z,  0.32
2026-02-10T12:00:00.000Z,  0.45
2026-02-10T13:00:00.000Z,  1.10
2026-02-10T14:00:00.000Z,  1.16
2026-02-10T15:00:00.000Z,  0.95
2026-02-10T16:00:00.000Z,  0.89
2026-02-10T17:00:00.000Z,  1.27
2026-02-10T18:00:00.000Z,  1.24
2026-02-10T19:00:00.000Z,  1.28
2026-02-10T20:00:00.000Z,  1.68
2026-02-10T21:00:00.000Z,  1.39
2026-02-10T22:00:00.000Z,  1.04
2026-02-10T23:00:00.000Z,  1.10
2026-02-11T00:00:00.000Z,  0.55
2026-02-11T01:00:00.000Z,  0.18
2026-02-11T02:00:00.000Z,  0.00
2026-02-11T03:00:00.000Z,  0.00
2026-02-11T04:00:00.000Z,  0.00
2026-02-11T05:00:00.000Z,  0.00
2026-02-11T06:00:00.000Z,  0.30
2026-02-11T07:00:00.000Z,  0.46
2026-02-11T08:00:00.000Z,  0.69
2026-02-11T09:00:00.000Z,  0.75
2026-02-11T10:00:00.000Z,  0.72
2026-02-11T11:00:00.000Z,  0.58
2026-02-11T12:00:00.000Z,  0.55
2026-02-11T13:00:00.000Z,  1.29
2026-02-11T14:00:00.000Z,  9.55
2026-02-11T15:00:00.000Z,  1.23
2026-02-11T16:00:00.000Z,  1.77
2026-02-11T17:00:00.000Z,  1.55
2026-02-11T18:00:00.000Z,  1.29
2026-02-11T19:00:00.000Z,  1.17
2026-02-11T20:00:00.000Z,  1.27
2026-02-11T21:00:00.000Z,  1.34
2026-02-11T22:00:00.000Z,  1.32
2026-02-11T23:00:00.000Z,  1.43
2026-02-11T00:00:00.000Z,  0.55
2026-02-11T01:00:00.000Z,  0.18
2026-02-11T02:00:00.000Z,  0.00
2026-02-11T03:00:00.000Z,  0.00
2026-02-11T04:00:00.000Z,  0.00
2026-02-11T05:00:00.000Z,  0.00
2026-02-11T06:00:00.000Z,  0.30
2026-02-11T07:00:00.000Z,  0.46
2026-02-11T08:00:00.000Z,  0.69
2026-02-11T09:00:00.000Z,  0.75
2026-02-11T10:00:00.000Z,  0.72
2026-02-11T11:00:00.000Z,  0.58
2026-02-11T12:00:00.000Z,  0.55
2026-02-11T13:00:00.000Z,  1.29
2026-02-11T14:00:00.000Z,  9.55
2026-02-11T15:00:00.000Z,  1.23
2026-02-11T16:00:00.000Z,  1.77
2026-02-11T17:00:00.000Z,  1.55
2026-02-11T18:00:00.000Z,  1.29
2026-02-11T19:00:00.000Z,  1.17
2026-02-11T20:00:00.000Z,  1.27
2026-02-11T21:00:00.000Z,  1.34
2026-02-11T22:00:00.000Z,  1.32
2026-02-11T23:00:00.000Z,  1.43
