node_id,colegio,pct_eficiencia_auditoria,pct_eficiencia_fuente,factor_sin_WES_vs_medicion,pct_eficiencia_kpi_app,2025-01,2025-01_sin_WES_est_m3,2025-01_dias_con_dato,2025-01_metodo,2025-02,2025-02_sin_WES_est_m3,2025-02_dias_con_dato,2025-02_metodo,2025-03,2025-03_sin_WES_est_m3,2025-03_dias_con_dato,2025-03_metodo,2025-04,2025-04_sin_WES_est_m3,2025-04_dias_con_dato,2025-04_metodo,2025-05,2025-05_sin_WES_est_m3,2025-05_dias_con_dato,2025-05_metodo,2025-06,2025-06_sin_WES_est_m3,2025-06_dias_con_dato,2025-06_metodo,2025-07,2025-07_sin_WES_est_m3,2025-07_dias_con_dato,2025-07_metodo,2025-08,2025-08_sin_WES_est_m3,2025-08_dias_con_dato,2025-08_metodo,2025-09,2025-09_sin_WES_est_m3,2025-09_dias_con_dato,2025-09_metodo,2025-10,2025-10_sin_WES_est_m3,2025-10_dias_con_dato,2025-10_metodo,2025-11,2025-11_sin_WES_est_m3,2025-11_dias_con_dato,2025-11_metodo,2025-12,2025-12_sin_WES_est_m3,2025-12_dias_con_dato,2025-12_metodo,total_anio_m3,total_anio_sin_WES_est_m3
000010-04,Colegio Maipo,29.2683,informe_csv,1.413793,0.0,340.13,480.8735,30,csv_local_guardado,337.18,476.7028,27,csv_local_guardado,780.68,1103.7201,30,csv_local_guardado,849.93,1201.6253,29,csv_local_guardado,584.3,826.0794,30,csv_local_guardado,516.39,730.0687,29,csv_local_guardado,1107.36,1565.5781,29,csv_local_guardado,542.51,766.997,30,csv_local_guardado,508.32,718.6594,29,csv_local_guardado,610.14,862.6118,30,csv_local_guardado,390.23,551.7045,26,csv_local_guardado,108.18,152.9442,10,csv_local_guardado,6675.35,9437.5648
000010-10,Consolidada,14.486,informe_csv,1.169399,0.0,1066.7,1247.3981,23,csv_local_guardado,1163.8,1360.9467,26,csv_local_guardado,1658.9,1939.9163,25,csv_local_guardado,1427.6,1669.4342,29,csv_local_guardado,818.6,957.2702,30,csv_local_guardado,537.8,628.9029,27,csv_local_guardado,1235.31,1444.5705,30,csv_local_guardado,1139.8,1332.8812,30,csv_local_guardado,374.4,437.823,16,csv_local_guardado,720.1,842.0843,30,csv_local_guardado,816.8,955.1652,29,csv_local_guardado,539.2,630.54,30,csv_local_guardado,11499.01,13446.9326
000010-06,Esc. Gabriela,21.1765,informe_csv,1.268657,0.0,567.3,719.7092,28,csv_local_guardado,1034.3,1312.1721,15,csv_local_guardado,319.1,404.8285,20,csv_local_guardado,204.8,259.821,15,csv_local_guardado,205.3,260.4553,5,csv_local_guardado,20.1,25.5,2,csv_local_guardado,30.8,39.0746,2,csv_local_guardado,367.8,466.6121,26,csv_local_guardado,411.2,521.6718,25,csv_local_guardado,869.6,1103.2243,29,csv_local_guardado,475.8,603.6271,12,csv_local_guardado,0.0,0.0,0,csv_local_vacio,4506.1,5716.696
000010-07,Esc. Juan Mackenna,8.5714,informe_csv,1.09375,0.0,374.75,409.8827,30,csv_local_guardado,336.62,368.178,27,csv_local_guardado,812.05,888.1794,30,csv_local_guardado,588.53,643.7045,29,csv_local_guardado,448.18,490.1967,30,csv_local_guardado,358.07,391.6389,29,csv_local_guardado,468.94,512.903,30,csv_local_guardado,502.82,549.9592,29,csv_local_guardado,430.3,470.6405,29,csv_local_guardado,247.63,270.8452,18,csv_local_guardado,537.17,587.5295,29,csv_local_guardado,347.96,380.5811,30,csv_local_guardado,5453.02,5964.2387
000010-09,Esc. Los Andes,21.7391,informe_csv,1.277777,0.0,85.7,109.5055,30,csv_local_guardado,139.8,178.6333,27,csv_local_guardado,367.9,470.0943,30,csv_local_guardado,371.6,474.822,29,csv_local_guardado,319.4,408.1221,30,csv_local_guardado,346.3,442.4943,29,csv_local_guardado,699.6,893.933,30,csv_local_guardado,459.7,587.3942,30,csv_local_guardado,302.1,386.0165,29,csv_local_guardado,293.9,375.5387,30,csv_local_guardado,466.7,596.3387,29,csv_local_guardado,406.9,519.9276,30,csv_local_guardado,4259.6,5442.8202
000010-05,Esc. Luis Matte Larraín,18.4211,informe_csv,1.225807,0.0,2692.53,3300.5226,27,csv_local_guardado,418.29,512.7429,4,csv_local_guardado,166.55,204.1582,15,csv_local_guardado,0.0,0.0,0,csv_local_guardado,20373.98,24974.5706,23,csv_local_guardado,8746.63,10721.6817,23,csv_local_guardado,20017.8,24537.9626,23,csv_local_guardado,412.97,506.2216,30,csv_local_guardado,431.24,528.6171,29,csv_local_guardado,385.37,472.3893,30,csv_local_guardado,739.24,906.1657,29,csv_local_guardado,492.8,604.0778,30,csv_local_guardado,54877.4,67269.1101
000010-11,Esc. Nonato Coo,2.439,informe_csv,1.025,0.0,0.0,0.0,0,csv_local_guardado,0.0,0.0,0,csv_local_guardado,289.64,296.8809,21,csv_local_guardado,834.22,855.0753,29,csv_local_guardado,790.93,810.703,28,csv_local_guardado,331.09,339.3672,29,csv_local_guardado,199.8,204.7949,30,csv_local_guardado,183.16,187.739,25,csv_local_guardado,213.41,218.7452,29,csv_local_guardado,842.27,863.3265,30,csv_local_guardado,255.12,261.4979,12,csv_local_guardado,0.0,0.0,0,csv_local_vacio,3939.64,4038.1299
000010-03,Esc. Padre Hurtado,33.3333,informe_csv,1.499999,0.0,1550.9,2326.3488,16,csv_local_guardado,3429.4,5144.0974,7,csv_local_guardado,11069.1,16603.6417,24,csv_local_guardado,234.7,352.0498,24,csv_local_guardado,241.9,362.8498,21,csv_local_guardado,432.1,648.1497,16,csv_local_guardado,18220.0,27329.9863,30,csv_local_guardado,357.7,536.5497,30,csv_local_guardado,343.8,515.6997,29,csv_local_guardado,380.8,571.1997,30,csv_local_guardado,466.7,700.0496,27,csv_local_guardado,265.3,397.9498,29,csv_local_guardado,36992.4,55488.572
000010-02,Esc. Villa Independencia,31.1321,informe_csv,1.452055,0.0,18.98,27.56,4,csv_local_guardado,4.3,6.2438,2,csv_local_guardado,348.34,505.8089,13,csv_local_guardado,16.01,23.2474,21,csv_local_guardado,6.82,9.903,4,csv_local_guardado,1121.49,1628.4655,29,csv_local_guardado,1361.16,1976.4796,27,csv_local_guardado,76.45,111.0096,30,csv_local_guardado,95.14,138.1485,29,csv_local_guardado,130.86,190.016,28,csv_local_guardado,84.52,122.7277,29,csv_local_guardado,51.56,74.868,30,csv_local_guardado,3315.63,4814.478
000010-01,Escuela Andes del SUR,9.589,informe_csv,1.10606,0.0,162.3,179.5136,15,csv_local_guardado,293.6,324.7392,27,csv_local_guardado,660.9,730.9951,30,csv_local_guardado,602.8,666.733,29,csv_local_guardado,813.8,900.1117,30,csv_local_guardado,1036.3,1146.2101,29,csv_local_guardado,1719.71,1902.1026,30,csv_local_guardado,1604.4,1774.5628,30,csv_local_guardado,580.6,642.1785,14,csv_local_guardado,739.9,818.3739,25,csv_local_guardado,1036.3,1146.2101,29,csv_local_guardado,301.4,333.3665,8,csv_local_guardado,9552.01,10565.0971
